"Timestamp","Station","AirTemperature","AirTemperature","RelativeHumidity","Precipitation","WindSpeed2m","WindSpeed2m","SoilTemperature5cm","SoilTemperature5cm","SoilTemperature10cm","SoilTemperature10cm","SolarRadiation","ETo","ETo"
"2025-03-10","Cheyenne",76.8,31.4,30.0,0,6.5,17.4,47.2,37.0,44.3,38.3,511.2,ET,ET
"2025-03-11","Cheyenne",67.7,26.3,43.9,0,5.7,16.4,48.1,37.9,45.0,39.7,486.2,ET,ET
"2025-03-12","Cheyenne",71.9,27.8,42.4,0,4.2,17.8,49.1,39.1,46.3,40.9,505.0,ET,ET
"2025-03-13","Cheyenne",72.6,35.4,31.8,0,10.8,32.3,48.8,40.9,46.5,42.2,509.5,ET,ET
"2025-03-14","Cheyenne",62.4,35.4,55.8,0.09,15.2,45.9,45.5,41.6,45.7,43.2,310.3,ET,ET
"2025-03-15","Cheyenne",50.9,23.7,45.6,0,8.8,23.8,44.2,37.8,43.6,40.2,506.4,ET,ET
"2025-03-16","Cheyenne",61.7,24.1,34.0,0,9.6,28.0,45.1,37.0,43.6,39.3,537.5,ET,ET
"2025-03-17","Cheyenne",76.8,31.5,27.6,0,7.3,19.7,48.2,38.6,45.9,40.4,458.0,ET,ET
"2025-03-18","Cheyenne",75.0,29.6,37.7,0.02,15.3,40.8,48.4,40.7,46.5,42.4,460.6,ET,ET
"2025-03-19","Cheyenne",40.3,21.5,75.7,0.10,18.8,40.6,44.9,38.9,46.0,41.8,312.4,ET,ET
"2025-03-20","Cheyenne",56.9,18.9,50.1,0,7.9,22.3,43.2,35.6,42.5,38.5,463.2,ET,ET
"2025-03-21","Cheyenne",57.4,27.8,34.6,0,10.5,29.3,44.7,37.6,43.6,39.6,540.8,ET,ET
"2025-03-22","Cheyenne",68.0,28.8,39.4,0,8.5,30.7,46.8,38.2,44.8,40.3,432.2,ET,ET
"2025-03-23","Cheyenne",58.4,33.4,39.5,0,9.6,24.7,47.2,40.2,45.8,41.9,554.7,ET,ET
"2025-03-24","Cheyenne",71.7,29.0,40.8,0,7.6,29.8,47.3,39.8,46.6,41.4,388.8,ET,ET
"2025-03-25","Cheyenne",71.7,31.8,52.7,0,4.5,16.8,51.4,41.6,50.8,42.9,534.1,ET,ET
"2025-03-26","Cheyenne",77.4,35.8,52.2,0,10.7,30.7,52.6,43.9,52.1,45.1,552.7,ET,ET
"2025-03-27","Cheyenne",85.3,34.6,45.5,0,5.4,15.5,56.6,46.2,55.3,47.4,514.6,ET,ET
"2025-03-28","Cheyenne",86.1,42.7,36.3,0,7.0,22.8,57.1,48.7,56.5,49.8,497.1,ET,ET
"2025-03-29","Cheyenne",54.5,31.1,78.5,0,12.8,26.2,53.4,47.3,55.0,49.5,258.0,ET,ET
"2025-03-30","Cheyenne",45.2,28.0,81.9,0.13,6.9,22.4,48.9,44.1,49.5,45.3,340.6,ET,ET
"2025-03-31","Cheyenne",47.3,31.4,85.8,0,10.8,28.0,46.8,44.2,47.8,44.9,176.1,ET,ET
"2025-04-01","Cheyenne",60.2,39.3,71.7,0,10.4,23.9,52.1,43.6,51.0,44.4,471.4,ET,ET
"2025-04-02","Cheyenne",58.4,23.9,53.4,0,11.5,29.5,49.3,44.9,49.7,46.1,496.7,ET,ET
"2025-04-03","Cheyenne",44.8,21.1,86.8,0.15,7.8,25.0,45.1,40.8,47.9,42.9,172.6,ET,ET
"2025-04-04","Cheyenne",49.2,30.9,88.8,0.24,11.4,27.1,45.2,41.5,44.8,42.8,172.1,ET,ET
"2025-04-05","Cheyenne",46.2,21.3,50.6,0,8.5,24.4,47.0,37.9,46.2,39.7,607.6,ET,ET
"2025-04-06","Cheyenne",58.6,21.5,45.9,0,4.7,22.5,50.6,37.6,48.8,39.7,606.4,ET,ET
"2025-04-07","Cheyenne",65.4,25.2,44.9,0,5.4,16.1,54.3,40.7,52.2,42.3,623.9,ET,ET
"2025-04-08","Cheyenne",80.2,34.2,34.7,0,8.1,23.6,53.1,44.3,52.5,45.6,488.8,ET,ET
"2025-04-09","Cheyenne",75.5,37.9,37.7,0,8.7,35.3,54.3,46.3,54.1,47.6,604.8,ET,ET
"2025-04-10","Cheyenne",68.5,29.2,42.5,0,7.3,25.9,54.5,45.6,54.2,47.3,633.2,ET,ET
"2025-04-11","Cheyenne",80.7,29.7,39.7,0,8.9,26.1,56.3,45.1,55.5,47.0,630.1,ET,ET
"2025-04-12","Cheyenne",90.6,39.9,39.8,0,5.5,14.3,61.1,49.3,59.2,50.4,574.9,ET,ET
"2025-04-13","Cheyenne",70.4,47.8,35.4,0,12.4,26.0,59.2,52.4,58.9,53.5,618.9,ET,ET
"2025-04-14","Cheyenne",59.5,32.4,45.6,0,8.7,26.4,57.2,50.7,57.0,52.0,534.1,ET,ET
"2025-04-15","Cheyenne",71.3,22.3,44.7,0,9.7,32.1,55.9,46.1,55.4,48.4,626.5,ET,ET
"2025-04-16","Cheyenne",84.2,41.2,34.3,0,6.7,22.2,59.8,49.1,58.5,50.6,565.4,ET,ET
"2025-04-17","Cheyenne",79.4,34.7,45.2,0,11.1,31.3,61.5,52.1,60.3,53.4,592.1,ET,ET
"2025-04-18","Cheyenne",42.1,31.4,65.9,0,11.1,24.1,56.0,48.7,58.3,50.9,199.3,ET,ET
"2025-04-19","Cheyenne",56.5,24.9,52.3,0,4.5,21.1,57.2,45.9,55.4,47.6,574.0,ET,ET
"2025-04-20","Cheyenne",66.5,26.4,44.5,0,4.0,17.2,59.1,46.8,57.7,48.6,655.6,ET,ET
"2025-04-21","Cheyenne",79.2,32.7,35.7,0,8.9,29.1,59.5,49.2,58.4,50.8,615.3,ET,ET
"2025-04-22","Cheyenne",74.1,34.2,42.1,0,5.0,17.1,63.2,50.3,61.1,52.0,670.6,ET,ET
"2025-04-23","Cheyenne",76.7,39.4,70.5,0.14,7.2,32.1,61.6,52.7,60.4,54.0,515.5,ET,ET
"2025-04-24","Cheyenne",64.9,46.9,82.9,0.04,7.7,28.3,60.3,55.7,59.3,56.0,238.2,ET,ET
"2025-04-25","Cheyenne",46.9,40.7,95.9,0.01,9.9,23.6,57.3,51.8,57.7,52.7,146.1,ET,ET
"2025-04-26","Cheyenne",56.1,42.1,95.0,0.03,13.3,33.0,54.2,50.4,53.4,51.0,211.5,ET,ET
"2025-04-27","Cheyenne",84.2,54.4,68.8,0,20.4,43.0,64.1,53.6,62.1,53.4,621.2,ET,ET
"2025-04-28","Cheyenne",76.4,41.2,50.5,0,11.3,33.2,64.3,55.8,62.6,56.8,626.3,ET,ET
"2025-04-29","Cheyenne",65.4,28.4,66.1,0,6.6,20.3,65.2,52.6,62.6,54.4,671.6,ET,ET
"2025-04-30","Cheyenne",74.6,39.4,60.2,0,8.1,24.0,65.8,54.7,63.2,55.8,568.5,ET,ET
"2025-05-01","Cheyenne",67.9,42.4,57.1,0.06,10.3,27.6,64.4,55.8,63.5,57.1,584.5,ET,ET
"2025-05-02","Cheyenne",62.7,32.3,55.8,0,10.1,30.7,61.2,54.0,61.7,55.7,677.6,ET,ET
"2025-05-03","Cheyenne",74.8,31.0,48.3,0,9.1,20.8,66.0,52.1,63.5,54.0,705.3,ET,ET
"2025-05-04","Cheyenne",76.3,43.3,51.3,0,12.0,28.8,67.1,56.0,64.8,57.1,696.9,ET,ET
"2025-05-05","Cheyenne",70.4,45.0,60.8,0,11.5,30.5,65.2,58.0,63.5,58.9,524.3,ET,ET
"2025-05-06","Cheyenne",63.7,47.7,68.8,0.23,6.8,25.9,61.2,58.0,62.2,58.9,255.6,ET,ET
"2025-05-07","Cheyenne",65.9,42.4,78.9,0.04,5.4,20.2,61.8,55.7,60.4,56.4,343.0,ET,ET
"2025-05-08","Cheyenne",72.9,38.5,62.4,0,5.0,22.9,67.7,53.8,64.5,55.1,667.3,ET,ET
"2025-05-09","Cheyenne",79.1,38.6,48.8,0,3.8,13.7,69.8,55.8,67.1,57.1,711.5,ET,ET
"2025-05-10","Cheyenne",82.2,43.4,42.6,0,7.3,21.2,71.3,58.5,68.5,59.6,701.9,ET,ET
"2025-05-11","Cheyenne",82.0,46.4,37.1,0,13.9,30.3,71.5,60.3,69.0,61.5,725.1,ET,ET
"2025-05-12","Cheyenne",84.6,51.7,39.2,0,13.5,28.6,72.9,61.3,70.1,62.3,713.8,ET,ET
"2025-05-13","Cheyenne",86.7,50.2,54.6,0,11.2,26.9,73.6,63.1,70.8,63.9,670.6,ET,ET
"2025-05-14","Cheyenne",81.1,45.8,65.0,0.02,13.1,50.7,73.8,64.5,72.0,65.1,654.9,ET,ET
"2025-05-15","Cheyenne",74.7,41.1,43.6,0,11.2,29.4,68.9,61.4,69.0,62.4,613.4,ET,ET
"2025-05-16","Cheyenne",76.0,38.0,39.3,0,10.7,31.1,69.1,60.1,67.5,61.5,706.2,ET,ET
"2025-05-17","Cheyenne",75.6,40.8,44.6,0,5.8,24.9,72.6,59.9,69.6,61.1,691.9,ET,ET
"2025-05-18","Cheyenne",78.3,46.8,66.9,0.17,9.5,33.5,72.1,62.8,68.7,63.5,543.4,ET,ET
"2025-05-19","Cheyenne",69.7,41.5,63.0,0,11.0,29.7,67.7,59.9,67.1,61.0,702.1,ET,ET
"2025-05-20","Cheyenne",72.1,39.8,47.9,0,11.8,31.6,66.3,57.8,65.5,59.4,670.6,ET,ET
"2025-05-21","Cheyenne",77.9,39.3,48.1,0,7.2,30.1,70.4,57.9,67.4,59.5,622.2,ET,ET
"2025-05-22","Cheyenne",76.1,37.6,51.2,0,5.9,21.4,72.9,58.8,70.0,60.4,728.2,ET,ET
"2025-05-23","Cheyenne",73.7,53.2,66.5,0,13.8,40.2,70.2,63.3,68.3,64.0,384.5,ET,ET
"2025-05-24","Cheyenne",61.0,50.4,92.3,0.12,7.8,18.5,66.3,61.7,66.8,62.4,109.3,ET,ET
"2025-05-25","Cheyenne",56.0,49.8,97.0,0.45,10.4,32.0,61.7,58.7,62.4,59.6,105.7,ET,ET
"2025-05-26","Cheyenne",56.3,49.5,97.4,0.16,8.0,21.8,60.1,57.2,59.9,58.1,190.5,ET,ET
"2025-05-27","Cheyenne",64.6,49.7,84.4,0.01,4.4,16.0,64.5,57.1,62.8,57.8,336.5,ET,ET
"2025-05-28","Cheyenne",63.9,48.2,92.3,0.49,9.5,27.3,61.8,58.9,61.9,59.2,177.8,ET,ET
"2025-05-29","Cheyenne",68.6,47.0,72.5,0,3.8,11.6,68.9,57.3,66.8,57.9,635.8,ET,ET
"2025-05-30","Cheyenne",84.1,47.2,62.0,0,5.9,17.7,72.6,59.7,70.1,60.2,700.7,ET,ET
"2025-05-31","Cheyenne",80.6,51.5,55.0,0,6.3,19.4,71.8,63.7,70.7,63.9,634.6,ET,ET
"2025-06-01","Cheyenne",87.1,45.1,48.8,0,8.7,24.3,74.4,62.5,72.7,63.3,724.3,ET,ET
"2025-06-02","Cheyenne",91.3,60.2,62.5,0.15,14.4,43.8,75.2,67.0,73.7,67.5,569.0,ET,ET
"2025-06-03","Cheyenne",63.2,45.6,80.2,0.37,12.0,31.2,70.5,61.8,71.5,63.2,337.5,ET,ET
"2025-06-04","Cheyenne",68.2,46.9,67.8,0,6.4,18.7,65.8,60.0,64.5,60.7,406.7,ET,ET
"2025-06-05","Cheyenne",70.0,52.3,83.1,0.04,8.2,19.8,66.4,60.8,65.0,61.1,305.7,ET,ET
"2025-06-06","Cheyenne",69.5,54.9,86.8,0.27,4.9,17.8,67.7,62.7,66.3,62.8,282.1,ET,ET
"2025-06-07","Cheyenne",86.4,50.7,54.1,0,7.2,24.5,73.6,61.0,70.6,61.6,734.6,ET,ET
"2025-06-08","Cheyenne",73.5,51.8,57.3,0,7.1,22.0,71.6,63.9,70.9,64.4,699.8,ET,ET
"2025-06-09","Cheyenne",82.8,53.6,44.6,0,6.5,21.2,74.2,64.6,72.7,64.9,740.1,ET,ET
"2025-06-10","Cheyenne",91.8,47.2,43.7,0,6.8,23.0,76.3,64.3,75.1,65.3,743.4,ET,ET
"2025-06-11","Cheyenne",92.1,61.3,48.8,0,12.7,27.1,77.9,68.2,76.6,69.0,684.2,ET,ET
"2025-06-12","Cheyenne",88.6,60.1,64.4,0,11.0,29.3,79.6,70.0,77.9,70.7,672.1,ET,ET
"2025-06-13","Cheyenne",89.6,60.5,63.4,0,9.9,27.6,81.0,71.1,78.9,71.9,654.9,ET,ET
"2025-06-14","Cheyenne",90.4,59.8,57.2,0,9.9,27.9,82.0,71.5,79.8,72.5,706.2,ET,ET
"2025-06-15","Cheyenne",90.6,64.7,62.3,0,9.6,22.2,84.0,73.6,81.0,73.9,672.6,ET,ET
"2025-06-16","Cheyenne",99.3,65.1,51.1,0,9.0,55.3,87.1,74.9,83.1,74.9,685.2,ET,ET
"2025-06-17","Cheyenne",75.1,55.9,76.2,0.59,10.4,34.9,81.8,70.8,81.2,71.7,293.3,ET,ET
"2025-06-18","Cheyenne",84.3,52.9,59.7,0,6.4,17.6,79.8,68.6,77.2,67.5,750.1,ET,ET
"2025-06-19","Cheyenne",98.8,58.9,48.0,0,9.9,26.2,83.0,71.5,79.9,70.6,733.7,ET,ET
"2025-06-20","Cheyenne",107.2,66.2,33.3,0,13.9,27.0,83.8,74.2,81.1,73.4,685.9,ET,ET
"2025-06-21","Cheyenne",104.9,66.3,28.0,0,16.7,34.9,85.3,75.2,82.6,74.9,735.6,ET,ET
"2025-06-22","Cheyenne",102.3,73.0,32.5,0,20.1,39.2,86.1,77.3,83.3,76.7,740.6,ET,ET
"2025-06-23","Cheyenne",80.8,59.7,68.9,0,10.6,24.8,82.3,75.9,81.9,75.8,364.9,ET,ET
"2025-06-24","Cheyenne",88.4,60.9,71.5,0.02,10.1,27.9,82.5,74.8,79.0,74.0,478.0,ET,ET
"2025-06-25","Cheyenne",85.1,62.2,75.8,0.13,9.4,26.2,79.0,75.0,77.7,73.9,330.1,ET,ET
"2025-06-26","Cheyenne",91.2,56.1,53.5,0,4.8,21.4,84.1,71.6,80.3,70.9,725.3,ET,ET
"2025-06-27","Cheyenne",96.0,58.8,47.3,0.18,8.5,32.7,86.6,74.1,82.4,73.7,729.6,ET,ET
"2025-06-28","Cheyenne",96.2,61.8,43.9,0,7.4,24.1,86.8,74.3,81.5,73.8,648.0,ET,ET
"2025-06-29","Cheyenne",89.9,63.2,52.1,0,8.4,23.7,85.2,74.7,82.4,74.2,662.3,ET,ET
"2025-06-30","Cheyenne",85.1,60.4,58.6,0,5.9,19.1,84.1,76.3,81.5,76.0,584.5,ET,ET
"2025-07-01","Cheyenne",91.5,62.2,55.7,0,10.2,25.1,84.5,75.4,81.4,75.1,623.6,ET,ET
"2025-07-02","Cheyenne",92.8,62.5,43.8,0,9.1,22.4,88.5,75.8,83.9,75.5,742.5,ET,ET
"2025-07-03","Cheyenne",91.6,62.3,58.6,0,13.1,31.3,88.6,77.7,84.4,77.1,716.7,ET,ET
"2025-07-04","Cheyenne",89.7,67.6,69.3,0,9.1,23.0,86.2,79.5,82.7,78.4,405.5,ET,ET
"2025-07-05","Cheyenne",93.6,59.9,53.9,0,6.8,25.3,89.6,77.5,85.5,77.1,721.0,ET,ET
"2025-07-06","Cheyenne",90.1,59.3,59.9,1.19,7.1,35.2,91.2,78.0,86.0,78.2,680.2,ET,ET
"2025-07-07","Cheyenne",86.5,60.5,62.0,0,8.9,28.2,85.4,74.1,81.8,73.8,641.8,ET,ET
"2025-07-08","Cheyenne",93.0,57.2,57.6,0,6.2,33.1,85.8,74.0,81.6,73.2,694.3,ET,ET
"2025-07-09","Cheyenne",96.6,66.7,51.1,0,11.6,24.8,86.2,75.5,82.6,74.8,721.0,ET,ET
"2025-07-10","Cheyenne",97.2,65.1,52.8,0,5.9,30.6,84.6,76.6,81.1,76.3,475.2,ET,ET
"2025-07-11","Cheyenne",91.1,58.8,52.3,0.16,6.9,26.9,85.1,74.8,82.4,74.9,715.0,ET,ET
"2025-07-12","Cheyenne",80.6,58.1,76.2,0.18,5.0,23.5,82.5,74.2,80.5,74.3,529.6,ET,ET
"2025-07-13","Cheyenne",89.2,59.3,63.4,0,6.7,16.4,84.5,73.0,80.7,72.9,708.8,ET,ET
"2025-07-14","Cheyenne",91.1,62.6,54.7,0,9.3,21.4,85.6,75.0,82.1,74.9,713.4,ET,ET
"2025-07-15","Cheyenne",96.5,63.1,53.3,0,8.4,20.8,86.8,75.5,83.2,75.9,672.6,ET,ET
"2025-07-16","Cheyenne",77.2,61.3,77.0,0,8.9,19.8,80.9,76.0,81.6,76.3,321.2,ET,ET
"2025-07-17","Cheyenne",77.1,57.8,78.1,0,8.8,21.7,79.0,73.3,77.6,73.6,431.5,ET,ET
"2025-07-18","Cheyenne",90.5,66.6,65.6,0,9.6,22.2,86.5,74.4,82.9,74.5,675.7,ET,ET
"2025-07-19","Cheyenne",98.5,63.9,69.1,0.03,3.8,21.6,89.0,77.1,84.2,77.5,590.5,ET,ET
"2025-07-20","Cheyenne",96.9,58.1,63.4,0.07,3.7,17.3,88.7,76.2,85.4,77.0,667.8,ET,ET
"2025-07-21","Cheyenne",98.1,66.1,52.1,0,5.0,25.6,89.8,77.9,86.4,78.6,698.3,ET,ET
"2025-07-22","Cheyenne",97.7,65.5,59.1,0.16,9.7,27.6,89.1,78.4,85.9,79.3,606.0,ET,ET
"2025-07-23","Cheyenne",92.5,60.2,65.7,0,3.8,19.6,87.3,76.3,83.5,77.5,550.4,ET,ET
"2025-07-24","Cheyenne",87.6,62.1,69.6,0,4.9,17.3,87.0,76.0,84.5,77.0,645.8,ET,ET
"2025-07-25","Cheyenne",88.0,62.8,67.1,0,5.1,19.0,88.9,77.0,85.8,78.0,634.8,ET,ET
"2025-07-26","Cheyenne",96.4,64.0,57.0,0,7.3,20.8,90.3,77.6,87.2,78.7,684.7,ET,ET
"2025-07-27","Cheyenne",99.8,61.4,49.9,0,4.6,15.3,91.9,78.5,88.3,79.8,640.1,ET,ET
"2025-07-28","Cheyenne",101.6,63.2,47.7,0,7.0,23.1,92.4,79.4,89.2,80.8,693.1,ET,ET
"2025-07-29","Cheyenne",97.7,60.3,61.1,0.34,5.4,32.5,90.5,80.1,87.3,81.3,508.1,ET,ET
"2025-07-30","Cheyenne",80.8,62.3,76.0,0,5.4,19.3,83.4,77.7,84.5,78.7,470.9,ET,ET
"2025-07-31","Cheyenne",82.0,58.2,74.2,0,3.9,24.4,84.0,74.6,82.0,75.6,545.3,ET,ET
"2025-08-01","Cheyenne",77.9,59.4,79.6,0.47,8.5,22.0,80.8,73.0,80.3,74.5,448.9,ET,ET
"2025-08-02","Cheyenne",83.3,58.3,74.5,0,10.1,24.9,82.6,71.3,79.8,72.5,557.3,ET,ET
"2025-08-03","Cheyenne",90.7,58.2,61.3,0,5.5,18.0,83.7,72.1,82.2,73.6,668.5,ET,ET
